mean.spruce,mean.pine,mean.decid,mean.height,mean.age,mean.pine_rel,mean.spruce_rel,mean.decid_rel,burned
25.363298416137695,123.68051147460937,0,14.088211059570313,76.81769561767578,80.51300811767578,16.66693115234375,2.9962899684906006,0
64.7640151977539,105.80658721923828,0,15.148758888244629,84.2833023071289,63.433555603027344,32.90469741821289,2.7614622116088867,0
61.71015548706055,112.12189483642578,0,16.999608993530273,86.65287017822266,67.409881591796875,28.604530334472656,2.20310378074646,0
31.966991424560547,64.05744934082031,0,11.239094734191895,72.53791809082031,58.803123474121094,28.13947868347168,28.602474212646484,0
29.86212921142578,63.31650924682617,0,10.732582092285156,63.35359191894531,66.5601806640625,24.617637634277344,21.857023239135742,0
10.005813598632812,2.620637893676758,0,5.604382038116455,52.538761138916016,10.511380195617676,46.352054595947266,185.06112670898437,0
5.179533958435059,15.000959396362305,0,4.630082130432129,53.813446044921875,40.97077941894531,27.823816299438477,247.1940155029297,0
30.056859970092773,12.52158260345459,0,6.617038249969482,62.8641242980957,30.796607971191406,40.199851989746094,132.46444702148437,0
14.83519172668457,42.19761276245117,0,8.590254783630371,58.77980422973633,46.50886154174805,31.320858001708984,73.51300811767578,0
20.688295364379883,78.073486328125,0,13.002157211303711,92.41827392578125,73.4601821899414,20.278715133666992,5.50307035446167,0
15.94338321685791,22.181142807006836,0,6.919315338134766,56.259071350097656,36.23727035522461,36.12605667114258,65.01604461669922,0
6.861403465270996,15.704402923583984,0,5.769522666931152,52.17132568359375,39.98908996582031,28.577621459960937,198.34104919433594,0
6.843231201171875,32.09503173828125,0,6.820929527282715,59.64655303955078,58.22378921508789,15.935193061828613,159.0659637451172,0
7.76593017578125,4.313552379608154,0,4.514712810516357,53.9428596496582,17.80118751525879,46.99069595336914,292.9375,0
4.270939826965332,3.096900463104248,0,3.6615872383117676,45.093833923339844,22.949790954589844,29.797746658325195,390.9008483886719,0
11.894158363342285,9.4081392288208,0,5.574256420135498,54.16379165649414,22.108015060424805,41.00080108642578,204.7919921875,0
NA,NA,NA,NA,NA,NA,NA,NA,0
21.84493064880371,1.753797173500061,0,4.507594585418701,36.784175872802734,6.327654838562012,61.504859924316406,192.32508850097656,0
3,1,0,3,30,10,30.000001907348633,600.0001220703125,0
21.756107330322266,32.799312591552734,0,9.114880561828613,60.40163040161133,33.77048110961914,32.56547546386719,44.221309661865234,0
26.78553581237793,40.14675521850586,0,9.50061321258545,60.33418655395508,44.21147537231445,29.378679275512695,74.860595703125,0
66.19810485839844,108.16954803466797,0,13.46794605255127,76.62635040283203,53.844627380371094,33.91952133178711,33.162010192871094,0
17.436655044555664,25.637351989746094,0,8.860186576843262,55.029476165771484,34.059505462646484,25.385066986083984,75.94458770751953,0
24.918975830078125,16.739505767822266,0,8.8484525680542,50.14303970336914,27.239423751831055,40.79548263549805,53.927406311035156,0
18,40,0,10,76,56.33803176879883,25.35211181640625,21.821067810058594,0
35.49181365966797,52.33449935913086,0,11.726378440856934,65.798553466796875,42.15837860107422,34.803585052490234,23.04747200012207,0
