burned,key,value
1,mean_spruce,23.308090209960937
1,mean_spruce,57.60595703125
1,mean_spruce,40.79256057739258
1,mean_spruce,23.464174270629883
1,mean_spruce,17.65561866760254
1,mean_spruce,9.145957946777344
1,mean_spruce,9.81785774230957
1,mean_spruce,5.544089317321777
1,mean_spruce,13.395679473876953
1,mean_spruce,14.666666984558105
1,mean_spruce,12.364279747009277
1,mean_spruce,4.486971855163574
1,mean_spruce,13.404097557067871
1,mean_spruce,5.7172532081604
1,mean_spruce,2.551703453063965
1,mean_spruce,5.562572002410889
1,mean_spruce,0
1,mean_spruce,27.39672088623047
1,mean_spruce,0
1,mean_spruce,21.766633987426758
1,mean_spruce,29.769140243530273
1,mean_spruce,10.48515510559082
1,mean_spruce,8.070652961730957
1,mean_spruce,3
1,mean_spruce,0
1,mean_spruce,37.97987747192383
1,mean_spruce,27.066314697265625
1,mean_spruce,20.4530029296875
1,mean_spruce,36.21310806274414
1,mean_spruce,13.952820777893066
1,mean_spruce,59.01325988769531
1,mean_spruce,2.596451997756958
1,mean_spruce,10.122244834899902
1,mean_spruce,11.247480392456055
1,mean_spruce,12.915349960327148
1,mean_spruce,29.888790130615234
1,mean_spruce,17.92665672302246
1,mean_spruce,17.05927085876465
1,mean_spruce,5
1,mean_spruce,18.040752410888672
1,mean_spruce,22.974634170532227
1,mean_spruce,15.376982688903809
1,mean_spruce,21.1372013092041
1,mean_spruce,19.80259895324707
1,mean_spruce,15.347857475280762
1,mean_spruce,0
1,mean_spruce,21
1,mean_spruce,28.43956756591797
1,mean_spruce,27.975961685180664
1,mean_spruce,27.106651306152344
1,mean_spruce,28.28804588317871
1,mean_spruce,120.73419952392578
1,mean_spruce,13.013751983642578
1,mean_spruce,46.155452728271484
1,mean_spruce,32.28059387207031
1,mean_spruce,29.828927993774414
1,mean_spruce,31.09283447265625
1,mean_spruce,35.527183532714844
1,mean_spruce,20.619123458862305
1,mean_spruce,102.24087524414062
1,mean_spruce,33.52547073364258
1,mean_spruce,14.994704246520996
1,mean_spruce,5.201216697692871
1,mean_spruce,15.66085147857666
1,mean_spruce,37.54289627075195
1,mean_spruce,15.577950477600098
1,mean_spruce,4.606484413146973
1,mean_spruce,7.804302215576172
1,mean_spruce,4.28751802444458
1,mean_spruce,2.080451250076294
1,mean_spruce,39.05084991455078
1,mean_spruce,16.806114196777344
1,mean_spruce,35.66300582885742
1,mean_spruce,18.60641098022461
1,mean_spruce,40.05552673339844
1,mean_spruce,113.73307037353516
1,mean_spruce,38.22401809692383
1,mean_spruce,22.132490158081055
1,mean_spruce,36.78754806518555
1,mean_spruce,14.435399055480957
1,mean_spruce,42.21257400512695
1,mean_spruce,31.26351547241211
1,mean_spruce,3.5776121616363525
1,mean_spruce,39.5249137878418
1,mean_spruce,11.806074142456055
1,mean_spruce,21.61370277404785
1,mean_spruce,44.948387145996094
1,mean_spruce,49.380252838134766
1,mean_spruce,28.249422073364258
1,mean_spruce,99.611907958984375
1,mean_spruce,80.946868896484375
1,mean_spruce,57.065128326416016
1,mean_spruce,61.627586364746094
1,mean_spruce,16.79552459716797
1,mean_spruce,91.01517486572266
1,mean_spruce,66.917724609375
1,mean_spruce,19.353734970092773
1,mean_spruce,36.14686584472656
1,mean_spruce,38.21213912963867
1,mean_spruce,41.192100524902344
1,mean_spruce,62.227664947509766
1,mean_spruce,63.576560974121094
1,mean_spruce,36.403419494628906
1,mean_spruce,97.47745513916016
1,mean_spruce,65.22771453857422
1,mean_spruce,53.796485900878906
1,mean_spruce,51.61476516723633
1,mean_spruce,7.583895683288574
1,mean_spruce,6.26832914352417
1,mean_spruce,14.729166984558105
1,mean_spruce,48.660552978515625
1,mean_spruce,46.12469482421875
1,mean_spruce,9.629003524780273
1,mean_spruce,33.44023895263672
1,mean_spruce,34.624149322509766
1,mean_spruce,39.151580810546875
1,mean_spruce,6.896699905395508
1,mean_spruce,49.335018157958984
1,mean_spruce,51.281463623046875
1,mean_spruce,116.82571411132812
1,mean_spruce,32.37514877319336
1,mean_spruce,53.901729583740234
1,mean_spruce,56.163414001464844
1,mean_spruce,24.071657180786133
1,mean_spruce,18.282901763916016
1,mean_spruce,18.280046463012695
1,mean_spruce,11.341405868530273
1,mean_spruce,23.21803855895996
1,mean_spruce,1.8318099975585937
1,mean_spruce,14.329607009887695
1,mean_spruce,15.424064636230469
1,mean_spruce,5.1903839111328125
1,mean_spruce,19.960559844970703
1,mean_spruce,14.44963550567627
1,mean_spruce,16.993043899536133
1,mean_spruce,5.318780422210693
1,mean_spruce,3.8045413494110107
1,mean_spruce,26.79330062866211
