burned,key,value
1,mean_spruce,28.72638511657715
1,mean_spruce,56.56448745727539
1,mean_spruce,47.57487869262695
1,mean_spruce,21.3043212890625
1,mean_spruce,19.55950164794922
1,mean_spruce,10.103645324707031
1,mean_spruce,9.674938201904297
1,mean_spruce,5.544089317321777
1,mean_spruce,13.395679473876953
1,mean_spruce,16.839967727661133
1,mean_spruce,12.540240287780762
1,mean_spruce,4.856916904449463
1,mean_spruce,13.398749351501465
1,mean_spruce,5.7172532081604
1,mean_spruce,2.551703453063965
1,mean_spruce,6.080365180969238
1,mean_spruce,0
1,mean_spruce,27.39672088623047
1,mean_spruce,0
1,mean_spruce,21.766633987426758
1,mean_spruce,30.107280731201172
1,mean_spruce,10.48515510559082
1,mean_spruce,7.919166088104248
1,mean_spruce,3
1,mean_spruce,0
1,mean_spruce,37.8714599609375
1,mean_spruce,26.91533851623535
1,mean_spruce,18.21676254272461
1,mean_spruce,36.76911544799805
1,mean_spruce,14.426295280456543
1,mean_spruce,63.536930084228516
1,mean_spruce,2.5544590950012207
1,mean_spruce,10.122244834899902
1,mean_spruce,11.247480392456055
1,mean_spruce,12.915349960327148
1,mean_spruce,27.60497283935547
1,mean_spruce,17.540325164794922
1,mean_spruce,16.581586837768555
1,mean_spruce,5
1,mean_spruce,18.040752410888672
1,mean_spruce,23.035507202148437
1,mean_spruce,15.376982688903809
1,mean_spruce,20.56484603881836
1,mean_spruce,20.75861930847168
1,mean_spruce,15.347857475280762
1,mean_spruce,0
1,mean_spruce,21
1,mean_spruce,27.397138595581055
1,mean_spruce,28.392810821533203
1,mean_spruce,27.060354232788086
1,mean_spruce,28.28804588317871
1,mean_spruce,111.46888732910156
1,mean_spruce,5.154877185821533
1,mean_spruce,54.145450592041016
1,mean_spruce,21.047504425048828
1,mean_spruce,28.211631774902344
1,mean_spruce,29.666460037231445
1,mean_spruce,35.527183532714844
1,mean_spruce,21.54259490966797
1,mean_spruce,103.29475402832031
1,mean_spruce,33.52547073364258
1,mean_spruce,18.75694465637207
1,mean_spruce,10.202173233032227
1,mean_spruce,14.082550048828125
1,mean_spruce,37.085113525390625
1,mean_spruce,13.953524589538574
1,mean_spruce,5.049256324768066
1,mean_spruce,7.435227870941162
1,mean_spruce,3.959611654281616
1,mean_spruce,2.1992735862731934
1,mean_spruce,33.989524841308594
1,mean_spruce,16.627532958984375
1,mean_spruce,44.55755615234375
1,mean_spruce,22.23759651184082
1,mean_spruce,35.44217300415039
1,mean_spruce,122.77336883544922
1,mean_spruce,50.436466217041016
1,mean_spruce,24.278671264648437
1,mean_spruce,28.697593688964844
1,mean_spruce,12.694769859313965
1,mean_spruce,42.21257400512695
1,mean_spruce,32.36009979248047
1,mean_spruce,6.772767066955566
1,mean_spruce,43.170799255371094
1,mean_spruce,11.806074142456055
1,mean_spruce,21.399972915649414
1,mean_spruce,35.22447967529297
1,mean_spruce,64.64740753173828
1,mean_spruce,28.249422073364258
1,mean_spruce,80.30950164794922
1,mean_spruce,99.50324249267578
1,mean_spruce,55.37992477416992
1,mean_spruce,59.174434661865234
1,mean_spruce,18.101627349853516
1,mean_spruce,113.14556884765625
1,mean_spruce,54.90656661987305
1,mean_spruce,32.04898452758789
1,mean_spruce,53.6483039855957
1,mean_spruce,47.31049346923828
1,mean_spruce,47.01883316040039
1,mean_spruce,81.1401596069336
1,mean_spruce,52.22001647949219
1,mean_spruce,45.972957611083984
1,mean_spruce,81.46759796142578
1,mean_spruce,68.0331802368164
1,mean_spruce,55.62611389160156
1,mean_spruce,40.351417541503906
1,mean_spruce,6.436286926269531
1,mean_spruce,4.79299783706665
1,mean_spruce,12.466355323791504
1,mean_spruce,48.01968002319336
1,mean_spruce,47.87203598022461
1,mean_spruce,15.996381759643555
1,mean_spruce,31.22964096069336
1,mean_spruce,28.168537139892578
1,mean_spruce,37.46183776855469
1,mean_spruce,5.407837867736816
1,mean_spruce,63.509944915771484
1,mean_spruce,67.8494873046875
1,mean_spruce,100.0988998413086
1,mean_spruce,47.32551193237305
1,mean_spruce,32.69378662109375
1,mean_spruce,39.933773040771484
1,mean_spruce,24.894168853759766
1,mean_spruce,16.942359924316406
1,mean_spruce,19.644227981567383
1,mean_spruce,11.92841625213623
1,mean_spruce,21.2205867767334
1,mean_spruce,2.746103525161743
1,mean_spruce,13.576805114746094
1,mean_spruce,18.989749908447266
1,mean_spruce,6.743590354919434
1,mean_spruce,17.03583335876465
